site,year,month,day,replicate,species,stage,length,comments,entered,checked
ssp,2014,6,11,2,sand,3,51,,midoli,midoli
ssp,2014,6,11,2,sand,3,55,,midoli,midoli
ssp,2014,6,11,2,sand,3,105,,midoli,midoli
ssp,2014,6,11,2,sand,3,57,,midoli,midoli
ssp,2014,6,11,2,sand,3,63,,midoli,midoli
ssp,2014,6,11,2,sand,3,49,,midoli,midoli
ssp,2014,6,11,2,sand,3,59,,midoli,midoli
ssp,2014,6,11,2,sand,3,68,,midoli,midoli
ssp,2014,6,11,2,sand,3,50,,midoli,midoli
ssp,2014,6,11,2,sand,3,56,,midoli,midoli
ssp,2014,6,11,2,sand,3,55,,midoli,midoli
ssp,2014,6,11,2,sand,3,53,,midoli,midoli
ssp,2014,6,11,2,sand,3,51,,midoli,midoli
ssp,2014,6,11,2,sand,3,63,,midoli,midoli
ssp,2014,6,11,2,sand,3,57,,midoli,midoli
ssp,2014,6,11,2,sand,3,62,,midoli,midoli
ssp,2014,6,11,2,sand,3,56,,midoli,midoli
ssp,2014,6,11,2,sand,3,57,,midoli,midoli
ssp,2014,6,11,2,sand,3,59,,midoli,midoli
ssp,2014,6,11,2,sand,3,53,,midoli,midoli
ssp,2014,6,11,2,sand,3,56,,midoli,midoli
ssp,2014,6,11,2,sand,3,112,,midoli,midoli
ssp,2014,6,11,2,sand,3,55,,midoli,midoli
ssp,2014,6,11,2,sand,3,53,,midoli,midoli
ssp,2014,6,11,2,sand,3,73,,midoli,midoli
pba,2014,6,12,1,bapi,3,152,,midoli,midoli
pba,2014,6,12,1,bapi,3,121,,midoli,midoli
pba,2014,6,12,1,bapi,3,155,,midoli,midoli
pba,2014,6,12,1,bapi,3,115,,midoli,midoli
pba,2014,6,12,1,bapi,3,170,,midoli,midoli
pba,2014,6,12,1,bapi,3,205,,midoli,midoli
pba,2014,6,12,1,bapi,3,260,,midoli,midoli
pba,2014,6,12,1,bapi,3,160,,midoli,midoli
pba,2014,6,12,1,bapi,3,135,,midoli,midoli
pba,2014,6,12,1,bapi,3,145,,midoli,midoli
pba,2014,6,12,1,bapi,3,180,,midoli,midoli
pba,2014,6,12,1,bapi,3,130,,midoli,midoli
pba,2014,6,12,1,bapi,3,150,,midoli,midoli
pba,2014,6,12,1,bapi,3,195,,midoli,midoli
pba,2014,6,12,1,bapi,3,140,,midoli,midoli
pba,2014,6,12,1,bapi,3,140,,midoli,midoli
pba,2014,6,12,1,bapi,3,170,,midoli,midoli
pba,2014,6,12,1,bapi,3,135,,midoli,midoli
pba,2014,6,12,1,bapi,3,150,,midoli,midoli
pba,2014,6,12,1,bapi,3,152,,midoli,midoli
pba,2014,6,12,1,bapi,3,148,,midoli,midoli
pba,2014,6,12,1,bapi,3,212,,midoli,midoli
pba,2014,6,12,1,crgu,3,171,,midoli,midoli
pba,2014,6,12,1,crgu,3,142,,midoli,midoli
pba,2014,6,12,1,crgu,3,168,,midoli,midoli
pba,2014,6,12,1,crgu,3,135,,midoli,midoli
pba,2014,6,12,1,crgu,3,132,,midoli,midoli
pba,2014,6,12,1,crgu,3,180,,midoli,midoli
pba,2014,6,12,1,crgu,3,110,,midoli,midoli
pba,2014,6,12,1,crgu,3,122,,midoli,midoli
pba,2014,6,12,1,crgu,3,180,,midoli,midoli
pba,2014,6,12,1,crgu,3,140,,midoli,midoli
pba,2014,6,12,1,enso,3,71,,midoli,midoli
pba,2014,6,12,1,enso,3,123,,midoli,midoli
pba,2014,6,12,1,enso,3,81,,midoli,midoli
pba,2014,6,12,1,enso,3,92,,midoli,midoli
pba,2014,6,12,1,enso,3,79,,midoli,midoli
pba,2014,6,12,1,grsc,3,200,,midoli,midoli
pba,2014,6,12,1,grsc,3,210,,midoli,midoli
pba,2014,6,12,1,kegr,3,61,,midoli,midoli
pba,2014,6,12,1,kegr,3,56,,midoli,midoli
pba,2014,6,12,1,kegr,3,79,,midoli,midoli
pba,2014,6,12,1,kegr,3,68,,midoli,midoli
pba,2014,6,12,1,kegr,3,69,,midoli,midoli
pba,2014,6,12,1,kegr,3,75,,midoli,midoli
pba,2014,6,12,1,shpe,2,85,,midoli,midoli
pba,2014,6,12,1,shpe,2,84,,midoli,midoli
pba,2014,6,12,1,shpe,2,82,,midoli,midoli
pba,2014,6,12,1,shpe,2,80,,midoli,midoli
pba,2014,6,12,1,shpe,2,90,,midoli,midoli
pba,2014,6,12,1,shpe,2,87,,midoli,midoli
pba,2014,6,12,1,shpe,2,86,,midoli,midoli
pba,2014,6,12,1,shpe,2,86,,midoli,midoli
pba,2014,6,12,1,shpe,2,89,,midoli,midoli
pba,2014,6,12,1,shpe,2,93,,midoli,midoli
pba,2014,6,12,1,shpe,2,94,,midoli,midoli
pba,2014,6,12,1,shpe,2,96,,midoli,midoli
pba,2014,6,12,1,shpe,2,95,,midoli,midoli
pba,2014,6,12,1,shpe,2,86,,midoli,midoli
pba,2014,6,12,1,shpe,2,87,,midoli,midoli
pba,2014,6,12,1,shpe,2,87,,midoli,midoli
pba,2014,6,12,1,shpe,2,130,,midoli,midoli
pba,2014,6,12,1,shpe,2,92,,midoli,midoli
pba,2014,6,12,1,shpe,2,90,,midoli,midoli
pba,2014,6,12,1,shpe,2,91,,midoli,midoli
pba,2014,6,12,1,shpe,2,93,,midoli,midoli
pba,2014,6,12,1,shpe,2,123,,midoli,midoli
pba,2014,6,12,1,sisc,3,65,,midoli,midoli
pba,2014,6,12,1,sisc,3,55,,midoli,midoli
pba,2014,6,12,1,sisc,3,64,,midoli,midoli
pba,2014,6,12,1,sisc,3,63,,midoli,midoli
pba,2014,6,12,1,stfl,3,259,,midoli,midoli
pba,2014,6,12,1,thst,3,65,,midoli,midoli
pba,2014,6,12,1,thst,3,62,,midoli,midoli
pba,2014,6,12,1,thst,3,71,,midoli,midoli
pba,2014,6,12,1,thst,3,60,,midoli,midoli
pba,2014,6,12,1,thst,3,66,,midoli,midoli
pba,2014,6,12,1,thst,3,62,,midoli,midoli
pba,2014,6,12,1,thst,3,68,,midoli,midoli
pba,2014,6,12,1,thst,3,68,,midoli,midoli
pba,2014,6,12,1,thst,3,58,,midoli,midoli
pba,2014,6,12,1,thst,3,63,,midoli,midoli
pba,2014,6,12,1,thst,3,64,,midoli,midoli
pba,2014,6,12,1,thst,3,62,,midoli,midoli
pba,2014,6,12,1,thst,3,65,,midoli,midoli
pba,2014,6,12,1,thst,3,81,,midoli,midoli
pba,2014,6,12,1,thst,3,81,,midoli,midoli
pba,2014,6,12,1,thst,3,71,,midoli,midoli
pba,2014,6,12,1,thst,3,61,,midoli,midoli
pba,2014,6,12,1,thst,3,78,,midoli,midoli
pba,2014,6,12,1,thst,3,68,,midoli,midoli
pba,2014,6,12,1,thst,3,66,,midoli,midoli
pba,2014,6,12,1,thst,3,67,,midoli,midoli
pba,2014,6,12,1,thst,3,65,,midoli,midoli
pba,2014,6,12,1,thst,3,62,,midoli,midoli
pba,2014,6,12,1,thst,3,61,,midoli,midoli
pba,2014,6,12,1,thst,3,64,,midoli,midoli
pba,2014,6,12,1,tube,3,43,,midoli,midoli
pba,2014,6,12,1,ling,3,184,,midoli,midoli
pba,2014,6,12,1,snpr,3,91,,midoli,midoli
pba,2014,6,12,1,snpr,3,86,,midoli,midoli
pba,2014,6,12,1,snpr,3,115,,midoli,midoli
pba,2014,6,12,1,snpr,3,80,,midoli,midoli
pba,2014,6,12,1,snpr,3,85,,midoli,midoli
pba,2014,6,12,1,snpr,3,83,,midoli,midoli
pba,2014,6,12,2,crgu,3,130,,midoli,midoli
pba,2014,6,12,2,crgu,3,130,,midoli,midoli
pba,2014,6,12,2,crgu,3,140,,midoli,midoli
pba,2014,6,12,2,crgu,3,132,,midoli,midoli
pba,2014,6,12,2,crgu,3,122,,midoli,midoli
pba,2014,6,12,2,crgu,3,170,,midoli,midoli
pba,2014,6,12,2,crgu,3,165,,midoli,midoli
pba,2014,6,12,2,crgu,3,140,,midoli,midoli
pba,2014,6,12,2,enso,3,190,,midoli,midoli
pba,2014,6,12,2,enso,3,70,,midoli,midoli
pba,2014,6,12,2,enso,3,75,,midoli,midoli
pba,2014,6,12,2,enso,3,89,,midoli,midoli
pba,2014,6,12,2,enso,3,70,,midoli,midoli
pba,2014,6,12,2,enso,3,100,,midoli,midoli
pba,2014,6,12,2,enso,3,72,,midoli,midoli
pba,2014,6,12,2,kegr,3,56,,midoli,midoli
pba,2014,6,12,2,kegr,3,85,,midoli,midoli
pba,2014,6,12,2,kegr,3,70,,midoli,midoli
pba,2014,6,12,2,kegr,3,65,,midoli,midoli
pba,2014,6,12,2,kegr,3,89,,midoli,midoli
pba,2014,6,12,2,kegr,3,66,,midoli,midoli
pba,2014,6,12,2,kegr,3,75,,midoli,midoli
pba,2014,6,12,2,kegr,3,82,,midoli,midoli
pba,2014,6,12,2,kegr,3,81,,midoli,midoli
pba,2014,6,12,2,kegr,3,86,,midoli,midoli
pba,2014,6,12,2,kegr,3,79,,midoli,midoli
pba,2014,6,12,2,sisc,3,56,,midoli,midoli
pba,2014,6,12,2,sisc,3,55,,midoli,midoli
pba,2014,6,12,2,sisc,3,60,,midoli,midoli
pba,2014,6,12,2,sisc,3,53,,midoli,midoli
pba,2014,6,12,2,sisc,3,55,,midoli,midoli
pba,2014,6,12,2,sisc,3,65,,midoli,midoli
pba,2014,6,12,2,sisc,3,48,,midoli,midoli
pba,2014,6,12,2,sisc,3,52,,midoli,midoli
pba,2014,6,12,2,sisc,3,54,,midoli,midoli
pba,2014,6,12,2,stsc,3,220,,midoli,midoli
pba,2014,6,12,2,stfl,3,215,,midoli,midoli
pba,2014,6,12,2,tube,3,40,,midoli,midoli
pba,2014,6,12,2,tube,3,34,,midoli,midoli
pba,2014,6,12,2,tube,3,43,,midoli,midoli
pba,2014,6,12,2,tube,3,55,,midoli,midoli
pba,2014,6,12,2,tube,3,51,,midoli,midoli
pba,2014,6,12,2,tube,3,52,,midoli,midoli
pba,2014,6,12,2,tube,3,45,,midoli,midoli
pba,2014,6,12,2,tube,3,54,,midoli,midoli
pba,2014,6,12,2,snpr,3,80,,midoli,midoli
pba,2014,6,12,2,snpr,3,70,,midoli,midoli
pba,2014,6,12,2,snpr,3,86,,midoli,midoli
pba,2014,6,12,2,snpr,3,78,,midoli,midoli
pba,2014,6,12,2,snpr,3,86,,midoli,midoli
pba,2014,6,12,2,snpr,3,86,,midoli,midoli
pba,2014,6,12,2,snpr,3,86,,midoli,midoli
pba,2014,6,12,2,snpr,3,73,,midoli,midoli
pba,2014,6,12,2,snpr,3,90,,midoli,midoli
pba,2014,6,12,2,snpr,3,83,,midoli,midoli
pba,2014,6,12,2,snpr,3,75,,midoli,midoli
pba,2014,6,12,2,snpr,3,80,,midoli,midoli
pba,2014,6,12,2,snpr,3,90,,midoli,midoli
pba,2014,6,12,2,snpr,3,90,,midoli,midoli
pba,2014,6,12,2,snpr,3,88,,midoli,midoli
pba,2014,6,12,2,snpr,3,99,,midoli,midoli
pba,2014,6,12,2,snpr,3,81,,midoli,midoli
pba,2014,6,12,2,snpr,3,88,,midoli,midoli
pba,2014,6,12,2,snpr,3,82,,midoli,midoli
pba,2014,6,12,2,snpr,3,90,,midoli,midoli
pba,2014,6,12,2,ling,3,95,,midoli,midoli
pba,2014,6,12,2,ling,3,101,,midoli,midoli
pba,2014,6,12,2,ling,3,100,,midoli,midoli
pba,2014,6,12,2,ling,3,84,,midoli,midoli
pba,2014,6,12,2,ling,3,105,,midoli,midoli
pba,2014,6,12,2,ling,3,100,,midoli,midoli
pba,2014,6,12,2,ling,3,119,,midoli,midoli
pba,2014,6,12,2,ling,3,81,,midoli,midoli
pba,2014,6,12,2,ling,3,92,,midoli,midoli
pba,2014,6,12,2,ling,3,96,,midoli,midoli
pba,2014,6,12,2,ling,3,75,,midoli,midoli
pba,2014,6,12,2,tomc,3,70,,midoli,midoli
pba,2014,6,12,2,pasa,3,112,,midoli,midoli
pba,2014,6,12,2,kegr,3,78,,midoli,midoli
hab1,2014,6,12,1,bapi,3,122,,carolyn,midoli
hab1,2014,6,12,1,bapi,3,140,,carolyn,midoli
hab1,2014,6,12,1,bapi,3,142,,carolyn,midoli
hab1,2014,6,12,1,bapi,3,140,,carolyn,midoli
hab1,2014,6,12,1,bapi,3,150,,carolyn,midoli
hab1,2014,6,12,1,bapi,3,160,,carolyn,midoli
hab1,2014,6,12,1,bapi,3,123,,carolyn,midoli
hab1,2014,6,12,1,bapi,3,115,,carolyn,midoli
hab1,2014,6,12,1,bapi,3,175,,carolyn,midoli
hab1,2014,6,12,1,bapi,3,142,,carolyn,midoli
hab1,2014,6,12,1,bapi,3,138,,carolyn,midoli
hab1,2014,6,12,1,bapi,3,166,,carolyn,midoli
hab1,2014,6,12,1,bapi,3,109,,carolyn,midoli
hab1,2014,6,12,1,bapi,3,219,,carolyn,midoli
hab1,2014,6,12,1,bapi,3,141,,carolyn,midoli
hab1,2014,6,12,1,bapi,3,113,,carolyn,midoli
hab1,2014,6,12,1,bapi,3,142,,carolyn,midoli
hab1,2014,6,12,1,bapi,3,110,,carolyn,midoli
hab1,2014,6,12,1,bapi,3,141,,carolyn,midoli
hab1,2014,6,12,1,bapi,3,119,,carolyn,midoli
hab1,2014,6,12,1,bapi,3,130,,carolyn,midoli
hab1,2014,6,12,1,bapi,3,152,,carolyn,midoli
hab1,2014,6,12,1,bapi,3,120,,carolyn,midoli
hab1,2014,6,12,1,crgu,3,139,,carolyn,midoli
hab1,2014,6,12,1,crgu,3,127,,carolyn,midoli
hab1,2014,6,12,1,crgu,3,145,,carolyn,midoli
hab1,2014,6,12,1,crgu,3,136,,carolyn,midoli
hab1,2014,6,12,1,crgu,3,145,,carolyn,midoli
hab1,2014,6,12,1,crgu,3,135,,carolyn,midoli
hab1,2014,6,12,1,crgu,3,140,,carolyn,midoli
hab1,2014,6,12,1,crgu,3,121,,carolyn,midoli
hab1,2014,6,12,1,crgu,3,120,,carolyn,midoli
hab1,2014,6,12,1,crgu,3,170,,carolyn,midoli
hab1,2014,6,12,1,crgu,3,120,,carolyn,midoli
hab1,2014,6,12,1,crgu,3,110,,carolyn,midoli
hab1,2014,6,12,1,crgu,3,115,,carolyn,midoli
hab1,2014,6,12,1,kecl,3,55,,carolyn,midoli
hab1,2014,6,12,1,kegr,3,69,ALL GREENLING JUV ID NOT CONFIDENT,carolyn,midoli
hab1,2014,6,12,1,kegr,3,135,,carolyn,midoli
hab1,2014,6,12,1,pasc,3,81,,carolyn,midoli
hab1,2014,6,12,1,pasc,3,52,,carolyn,midoli
hab1,2014,6,12,1,pasc,3,60,,carolyn,midoli
hab1,2014,6,12,1,pasc,3,90,,carolyn,midoli
hab1,2014,6,12,1,pasc,3,33,,carolyn,midoli
hab1,2014,6,12,1,shpe,2,115,,carolyn,midoli
hab1,2014,6,12,1,shpe,2,150,,carolyn,midoli
hab1,2014,6,12,1,shpe,2,80,,carolyn,midoli
hab1,2014,6,12,1,shpe,2,80,,carolyn,midoli
hab1,2014,6,12,1,shpe,2,137,,carolyn,midoli
hab1,2014,6,12,1,shpe,2,140,,carolyn,midoli
hab1,2014,6,12,1,shpe,2,90,,carolyn,midoli
hab1,2014,6,12,1,shpe,2,115,,carolyn,midoli
hab1,2014,6,12,1,shpe,2,102,,carolyn,midoli
hab1,2014,6,12,1,shpe,2,79,,carolyn,midoli
hab1,2014,6,12,1,shpe,2,90,,carolyn,midoli
hab1,2014,6,12,1,shpe,2,78,,carolyn,midoli
hab1,2014,6,12,1,sisc,3,62,,carolyn,midoli
hab1,2014,6,12,1,sisc,3,60,,carolyn,midoli
hab1,2014,6,12,1,sisc,3,35,,carolyn,midoli
hab1,2014,6,12,1,sisc,3,47,,carolyn,midoli
hab1,2014,6,12,1,smsc,3,80,,carolyn,midoli
hab1,2014,6,12,1,tisc,3,50,,carolyn,midoli
hab1,2014,6,12,1,tisc,3,57,,carolyn,midoli
hab1,2014,6,12,1,tisc,3,59,,carolyn,midoli
hab1,2014,6,12,1,tisc,3,61,,carolyn,midoli
hab1,2014,6,12,1,tisc,3,57,,carolyn,midoli
hab1,2014,6,12,1,tisc,3,44,,carolyn,midoli
hab1,2014,6,12,1,tisc,3,52,,carolyn,midoli
hab1,2014,6,12,1,tisc,3,45,,carolyn,midoli
hab1,2014,6,12,1,tisc,3,47,,carolyn,midoli
hab1,2014,6,12,1,tisc,3,46,,carolyn,midoli
hab1,2014,6,12,1,tisc,3,72,,carolyn,midoli
hab1,2014,6,12,1,tisc,3,65,,carolyn,midoli
hab1,2014,6,12,1,tisc,3,44,,carolyn,midoli
hab1,2014,6,12,1,tisc,3,39,,carolyn,midoli
hab1,2014,6,12,1,tisc,3,62,,carolyn,midoli
hab1,2014,6,12,1,tisc,3,49,,carolyn,midoli
hab1,2014,6,12,1,tisc,3,22,,carolyn,midoli
hab1,2014,6,12,1,tisc,3,22,,carolyn,midoli
hab1,2014,6,12,1,tisc,3,49,,carolyn,midoli
hab1,2014,6,12,1,tisc,3,50,,carolyn,midoli
hab1,2014,6,12,1,tisc,3,47,,carolyn,midoli
hab1,2014,6,12,2,crgu,3,150,,carolyn,midoli
hab1,2014,6,12,2,crgu,3,180,,carolyn,midoli
hab1,2014,6,12,2,crgu,3,152,,carolyn,midoli
hab1,2014,6,12,2,kecl,3,32,,carolyn,midoli
hab1,2014,6,12,2,kecl,3,32,,carolyn,midoli
hab1,2014,6,12,2,kegr,3,82,,carolyn,midoli
hab1,2014,6,12,2,pasc,3,80,,carolyn,midoli
hab1,2014,6,12,2,tube,3,54,,carolyn,midoli
hab1,2014,6,12,2,tube,3,55,,carolyn,midoli
hab1,2014,6,12,2,paco,3,62,,carolyn,midoli
hab1,2014,6,12,2,ling,3,115,,carolyn,midoli
hab1,2014,6,12,2,blgo,3,82,,carolyn,midoli
kis1,2014,6,13,1,bapi,3,230,,carolyn,midoli
kis1,2014,6,13,1,bapi,3,153,,carolyn,midoli
kis1,2014,6,13,1,bapi,3,200,,carolyn,midoli
kis1,2014,6,13,1,busc,3,9,,carolyn,midoli
kis1,2014,6,13,1,busc,3,15,,carolyn,midoli
kis1,2014,6,13,1,busc,3,14,,carolyn,midoli
kis1,2014,6,13,1,busc,3,22,,carolyn,midoli
kis1,2014,6,13,1,busc,3,15,,carolyn,midoli
kis1,2014,6,13,1,busc,3,15,,carolyn,midoli
kis1,2014,6,13,1,busc,3,20,,carolyn,midoli
kis1,2014,6,13,1,busc,3,18,,carolyn,midoli
kis1,2014,6,13,1,busc,3,20,,carolyn,midoli
kis1,2014,6,13,1,enso,3,41,,carolyn,midoli
kis1,2014,6,13,1,enso,3,67,,carolyn,midoli
kis1,2014,6,13,1,enso,3,40,,carolyn,midoli
kis1,2014,6,13,1,enso,3,47,,carolyn,midoli
kis1,2014,6,13,1,enso,3,45,,carolyn,midoli
kis1,2014,6,13,1,enso,3,55,,carolyn,midoli
kis1,2014,6,13,1,enso,3,80,,carolyn,midoli
kis1,2014,6,13,1,enso,3,40,,carolyn,midoli
kis1,2014,6,13,1,enso,3,47,,carolyn,midoli
kis1,2014,6,13,1,enso,3,38,,carolyn,midoli
kis1,2014,6,13,1,enso,3,40,,carolyn,midoli
kis1,2014,6,13,1,enso,3,50,,carolyn,midoli
kis1,2014,6,13,1,enso,3,30,,carolyn,midoli
kis1,2014,6,13,1,enso,3,63,,carolyn,midoli
kis1,2014,6,13,1,enso,3,48,,carolyn,midoli
kis1,2014,6,13,1,enso,3,50,,carolyn,midoli
kis1,2014,6,13,1,enso,3,35,,carolyn,midoli
kis1,2014,6,13,1,enso,3,52,,carolyn,midoli
kis1,2014,6,13,1,enso,3,40,,carolyn,midoli
kis1,2014,6,13,1,enso,3,45,,carolyn,midoli
kis1,2014,6,13,1,enso,3,87,,carolyn,midoli
kis1,2014,6,13,1,kegr,3,170,,carolyn,midoli
kis1,2014,6,13,1,saso,3,65,,carolyn,midoli
kis1,2014,6,13,1,shpe,2,121,,carolyn,midoli
kis1,2014,6,13,1,shpe,2,134,,carolyn,midoli
kis1,2014,6,13,1,shpe,2,129,,carolyn,midoli
kis1,2014,6,13,1,shpe,2,118,,carolyn,midoli
kis1,2014,6,13,1,shpe,2,107,,carolyn,midoli
kis1,2014,6,13,1,shpe,2,118,,carolyn,midoli
kis1,2014,6,13,1,shpe,2,128,,carolyn,midoli
kis1,2014,6,13,1,shpe,2,125,,carolyn,midoli
kis1,2014,6,13,1,shpe,2,120,,carolyn,midoli
kis1,2014,6,13,1,shpe,2,137,,carolyn,midoli
kis1,2014,6,13,1,shpe,2,122,,carolyn,midoli
kis1,2014,6,13,1,shpe,2,100,,carolyn,midoli
kis1,2014,6,13,1,shpe,2,115,,carolyn,midoli
kis1,2014,6,13,1,shpe,2,121,,carolyn,midoli
kis1,2014,6,13,1,shpe,2,125,,carolyn,midoli
kis1,2014,6,13,1,shpe,2,87,,carolyn,midoli
kis1,2014,6,13,1,shpe,2,124,,carolyn,midoli
kis1,2014,6,13,1,shpe,2,133,,carolyn,midoli
kis1,2014,6,13,1,shpe,2,122,,carolyn,midoli
kis1,2014,6,13,1,shpe,2,120,,carolyn,midoli
kis1,2014,6,13,1,tube,3,28,,carolyn,midoli
kis1,2014,6,13,1,tube,3,54,,carolyn,midoli
kis1,2014,6,13,1,tube,3,50,,carolyn,midoli
kis1,2014,6,13,1,tube,3,40,,carolyn,midoli
kis1,2014,6,13,1,tube,3,48,,carolyn,midoli
kis1,2014,6,13,1,tube,3,43,,carolyn,midoli
kis1,2014,6,13,1,tube,3,50,,carolyn,midoli
kis1,2014,6,13,1,blro,3,133,,carolyn,midoli
kis1,2014,6,13,1,blro,3,135,,carolyn,midoli
kis1,2014,6,13,1,blro,3,100,,carolyn,midoli
kis1,2014,6,13,1,coro,3,99,,carolyn,midoli
kis1,2014,6,13,1,coro,3,80,,carolyn,midoli
kis1,2014,6,13,1,coro,3,83,,carolyn,midoli
kis1,2014,6,13,1,coro,3,120,,carolyn,midoli
kis1,2014,6,13,1,coro,3,70,,carolyn,midoli
kis1,2014,6,13,1,coro,3,123,,carolyn,midoli
kis1,2014,6,13,1,coro,3,110,,carolyn,midoli
kis1,2014,6,13,1,ungu,3,30,,carolyn,midoli
kis1,2014,6,13,1,ungu,3,40,,carolyn,midoli
kis1,2014,6,13,1,ungu,3,30,,carolyn,midoli
kis1,2014,6,13,1,kegr,3,77,,carolyn,midoli
kis1,2014,6,13,2,busc,3,45,,carolyn,midoli
kis1,2014,6,13,2,busc,3,21,,carolyn,midoli
kis1,2014,6,13,2,crgu,3,175,,carolyn,midoli
kis1,2014,6,13,2,sand,3,60,,carolyn,midoli
kis1,2014,6,13,2,sand,3,60,,carolyn,midoli
kis1,2014,6,13,2,sand,3,85,,carolyn,midoli
kis1,2014,6,13,2,sand,3,60,,carolyn,midoli
kis1,2014,6,13,2,sand,3,65,,carolyn,midoli
kis1,2014,6,13,2,sand,3,62,,carolyn,midoli
kis1,2014,6,13,2,sand,3,73,,carolyn,midoli
kis1,2014,6,13,2,sand,3,69,,carolyn,midoli
kis1,2014,6,13,2,sand,3,75,,carolyn,midoli
kis1,2014,6,13,2,sand,3,75,,carolyn,midoli
kis1,2014,6,13,2,sand,3,110,,carolyn,midoli
kis1,2014,6,13,2,sand,3,70,,carolyn,midoli
kis1,2014,6,13,2,sand,3,70,,carolyn,midoli
kis1,2014,6,13,2,sand,3,72,,carolyn,midoli
kis1,2014,6,13,2,sand,3,68,,carolyn,midoli
kis1,2014,6,13,2,sand,3,80,,carolyn,midoli
kis1,2014,6,13,2,sand,3,55,,carolyn,midoli
kis1,2014,6,13,2,sand,3,65,,carolyn,midoli
kis1,2014,6,13,2,sand,3,53,,carolyn,midoli
kis1,2014,6,13,2,sand,3,85,,carolyn,midoli
kis2,2014,6,13,1,crgu,3,130,,carolyn,midoli
kis2,2014,6,13,1,crgu,3,150,,carolyn,midoli
kis2,2014,6,13,1,crgu,3,192,,carolyn,midoli
kis2,2014,6,13,1,crgu,3,150,,carolyn,midoli
kis2,2014,6,13,1,crgu,3,115,,carolyn,midoli
kis2,2014,6,13,1,crgu,3,30,,carolyn,midoli
kis2,2014,6,13,1,crgu,3,112,,carolyn,midoli
kis2,2014,6,13,1,enso,3,50,,carolyn,midoli
