FEATURE,DATA_SOURC,Dataset_ID,Shape_Leng,Shape_Area,width,height,angle,area,perimeter
Giant Kelp,,"0",102.36040938200,749.24293126300,28.676375,31.353524,109.456321,899.105395,120.059797
Giant Kelp,,"0",131.04274042100,1093.04993125000,50.731972,28.337292,62.036419,1437.606689,158.138527
Giant Kelp,,"0",198.47524988000,1944.61701562000,41.138643,67.431059,23.321072,2774.022283,217.139405
Giant Kelp,,"0",126.11756095300,844.94636250100,20.822466,52.994341,37.321036,1103.472832,147.633612
Giant Kelp,,"0",115.70734940500,881.55453751400,24.459970,44.046041,23.161602,1077.364842,137.012022
Giant Kelp,,"0",85.86767889330,528.79265312000,26.176979,26.163983,111.938700,684.894031,104.681924
Giant Kelp,,"0",104.81785764700,832.54324061300,32.260141,33.437140,60.930884,1078.686827,131.394561
Giant Kelp,,"0",124.21623583500,963.50889689300,25.167520,49.375959,45.568373,1242.670431,149.086958
Giant Kelp,,"0",218.39356217400,2123.24924063000,39.797973,78.048282,14.537825,3106.163392,235.692510
Giant Kelp,,"0",146.73076554400,1509.32292814000,33.304584,56.700727,124.119644,1888.394084,180.010620
Giant Kelp,,"0",254.29635151400,3827.30698121000,67.743953,70.395761,22.876190,4768.887153,276.279429
Giant Kelp,,"0",186.39682244900,1736.88900938000,38.260326,73.038840,167.572650,2794.489820,222.598332
Giant Kelp,,"0",66.14683701300,278.01916561900,14.612883,25.767516,33.690068,376.537703,80.760798
Giant Kelp,,"0",538.28957478800,4896.46082429000,119.103568,87.990538,51.811889,10479.986967,414.188211
Giant Kelp,,"0",264.02419720700,2673.85002187000,71.490151,77.419993,110.034707,5534.767041,297.820289
Giant Kelp,,"0",75.13193402500,390.85875938100,19.983817,25.150063,140.073399,502.594256,90.267760
Giant Kelp,,"0",62.45553612430,259.97348437200,14.854716,21.552340,16.604672,320.153884,72.814111
Giant Kelp,,"0",222.96984032200,2256.78646251000,45.188654,75.722204,23.903064,3421.784487,241.821717
Giant Kelp,,"0",335.06651995700,4227.08680311000,103.640610,78.988673,89.224053,8186.434266,365.258566
Giant Kelp,,"0",337.45848771000,3409.82875939000,48.615316,132.449388,3.170951,6439.068918,362.129410
Giant Kelp,,"0",132.10564409900,1101.85182468000,36.642379,44.954202,76.104273,1647.228919,163.193162
Giant Kelp,,"0",340.86278062200,3774.88945939000,57.681849,97.605086,14.070449,5630.041812,310.573870
Giant Kelp,,"0",221.70154607900,2837.17010440000,68.752125,63.150739,6.316030,4341.747465,263.805727
Giant Kelp,,"0",261.52129388300,2621.67835937000,69.307520,61.789088,30.899394,4282.448501,262.193217
Giant Kelp,,"0",97.25767280110,624.14915007300,19.453271,37.149900,28.446282,722.687080,113.206343
Giant Kelp,,"0",112.59488248600,773.58179376600,23.329541,41.581725,135.301968,970.082565,129.822532
Giant Kelp,,"0",100.09752452200,524.64715976400,18.490985,42.205154,8.798767,780.414854,121.392277
Giant Kelp,,"0",126.57564795500,1104.30590002000,31.937816,45.569574,78.852993,1455.392677,155.014781
Giant Kelp,,"0",106.96784959000,758.23275625600,28.041649,35.569382,23.185650,997.424149,127.222064
Giant Kelp,,"0",426.62258800200,8731.72440312000,86.256534,159.993929,10.312728,13800.521825,492.500926
Giant Kelp,,"0",246.08246572500,1892.63469684000,63.653381,64.909621,19.749223,4131.716852,257.126005
Giant Kelp,,"0",216.25577480900,1584.31278394000,33.855465,84.533223,170.446612,2861.911622,236.777378
Giant Kelp,,"0",172.42949957700,1636.53956874000,33.901440,64.736453,11.512271,2194.658968,197.275785
Giant Kelp,,"0",229.96201309800,2138.76122499000,57.989669,65.891150,134.225780,3821.005958,247.761637
Giant Kelp,,"0",95.06092987840,624.61607499800,22.602841,32.366064,152.927920,731.565013,109.937811
Giant Kelp,,"0",609.44088185000,8480.19243753000,81.742095,202.945667,135.196116,16589.203881,569.375523
Giant Kelp,,"0",148.95466154300,1053.13111563000,20.465388,63.434891,35.247192,1298.219682,167.800559
Giant Kelp,,"0",175.22795244500,1558.34836873000,27.657304,74.203722,121.575801,2052.274909,203.722052
Giant Kelp,,"0",158.56025239200,1257.37236876000,28.511241,64.994269,1.238636,1853.067297,187.011021
Giant Kelp,,"0",1023.07000959000,12737.46537500000,85.557521,308.346418,172.572486,26381.355203,787.807879
Giant Kelp,,"0",66.28835271000,302.19716562300,19.040669,22.183473,72.065085,422.388170,82.448284
Giant Kelp,,"0",103.93644207900,603.50386562400,18.812251,44.811756,171.921655,843.010023,127.248015
Giant Kelp,,"0",576.23203488600,6097.95772188000,101.688566,150.303273,178.911971,15284.124327,503.983679
Giant Kelp,,"0",337.39024275700,4792.35870938000,71.604909,114.256222,170.075789,8181.306345,371.722261
Giant Kelp,,"0",1814.31302552000,39756.77125840000,235.464944,421.602161,76.465207,99272.529234,1314.134210
Giant Kelp,,"0",580.27907858400,11947.43067190000,106.223935,200.802248,150.613837,21330.004955,614.052366
Giant Kelp,,"0",296.16697894800,2173.81854688000,42.504145,101.583781,136.405650,4317.731746,288.175852
Giant Kelp,,"0",1129.15316376000,25157.89982190000,149.513891,341.152666,75.877449,51007.062559,981.333114
Giant Kelp,,"0",150.59172602200,921.17919065000,17.464193,68.688627,131.084722,1199.591408,172.305639
Giant Kelp,,"0",184.27122964500,1684.26447187000,38.730474,72.052729,88.295616,2790.636360,221.566406
Giant Kelp,,"0",78.20239306180,374.08540625800,20.456091,26.797131,36.889874,548.164555,94.506444
Giant Kelp,,"0",203.51225998700,1261.76470002000,36.521770,83.811551,131.057697,3060.946181,240.666642
Giant Kelp,,"0",200.03863768800,1949.00162187000,60.621874,57.321544,122.632094,3474.939418,235.886836
Giant Kelp,,"0",162.29169657900,1238.17854062000,40.358389,54.177324,110.654144,2186.509531,189.071427
Giant Kelp,,"0",271.49949794900,2944.84175936000,51.659651,91.363111,41.639809,4719.786425,286.045524
Giant Kelp,,"0",292.62602520900,2092.76679374000,46.085555,99.132842,136.104740,4568.592101,290.436796
Giant Kelp,,"0",1055.87765376000,21905.55229610000,166.999936,243.648450,84.612430,40689.275502,821.296772
Giant Kelp,,"0",344.00260929200,5304.84215311000,81.083043,101.970032,1.857589,8268.040520,366.106151
Giant Kelp,,"0",94.71321206540,550.73193436700,20.976210,36.342889,109.825568,762.336068,114.638198
Giant Kelp,,"0",391.16725750900,6550.90015005000,65.819249,142.903139,84.752421,9405.777311,417.444776
Giant Kelp,,"0",625.18755556700,11967.52088440000,93.691167,227.094804,78.323556,21276.777104,641.571941
Giant Kelp,,"0",191.21871857300,2513.66246251000,57.658298,60.267798,158.047307,3474.938680,235.852193
Giant Kelp,,"0",443.71818004700,5117.50208434000,61.953446,151.224341,66.282533,9368.869045,426.355574
Giant Kelp,,"0",358.78506385100,3427.53593127000,53.183685,139.295117,28.419056,7408.227610,384.957604
Giant Kelp,,"0",89.77247825590,474.19810444600,25.831692,29.146695,96.122695,752.908444,109.956774
Giant Kelp,,"0",148.59540251800,1070.11077188000,42.001750,44.841942,3.569157,1883.440030,173.687384
Giant Kelp,,"0",560.30911200300,9611.24055624000,69.920895,232.690179,87.748150,16269.905620,605.222149
Giant Kelp,,"0",490.48345172700,6678.18135210000,77.365875,153.880439,64.995506,11905.094835,462.492628
Giant Kelp,,"0",182.26295810300,1830.18291877000,37.456412,68.477190,51.972769,2564.909820,211.867203
Giant Kelp,,"0",146.48221646000,883.59529063500,21.123672,64.689094,49.348006,1366.471188,171.625531
Giant Kelp,,"0",548.75195832300,6430.33378153000,78.057337,194.558082,46.499073,15186.685842,545.230839
Giant Kelp,,"0",211.74305031400,2008.17279062000,42.322062,85.323342,159.309111,3611.059752,255.290808
Giant Kelp,,"0",6167.45295996000,149549.26511300000,543.896616,627.854657,22.402289,341488.023208,2343.502546
Giant Kelp,,"0",1839.07204280000,61012.55668560000,241.739830,547.919362,59.574216,132453.933526,1579.318384
Giant Kelp,,"0",1292.05029306000,24425.93682260000,177.104648,292.481768,90.706923,51799.880615,939.172832
Giant Kelp,,"0",132.07233270300,904.02049687500,20.876025,55.238550,110.164832,1153.161344,152.229150
Giant Kelp,,"0",214.62838261300,3108.15772498000,46.421257,84.292944,135.977649,3912.984443,261.428403
Giant Kelp,,"0",401.75328008700,5581.75096564000,81.669821,117.102945,168.365625,9563.776593,397.545533
Giant Kelp,,"0",503.73351130800,8987.14126878000,88.311211,188.546366,88.052868,16650.757931,553.715154
Giant Kelp,,"0",494.14136870900,5711.27926872000,67.566905,175.695849,60.380218,11871.224691,486.525508
Giant Kelp,,"0",382.08554279400,3562.38525308000,56.517221,140.756160,51.294077,7955.146987,394.546762
Giant Kelp,,"0",365.57158531500,4568.60744686000,121.258555,66.028918,140.811429,8006.571166,374.574946
Giant Kelp,,"0",342.97095747800,2654.62895632000,22.080536,161.904386,69.339353,3574.935543,367.969843
Giant Kelp,,"0",256.93746019000,2744.69350627000,49.646133,98.684807,162.243120,4899.319078,296.661881
Giant Kelp,,"0",1240.21127592000,22095.00077640000,123.514994,410.313027,87.201053,50679.811155,1067.656043
Giant Kelp,,"0",198.59459352800,2168.90488124000,40.472502,69.950037,90.853820,2831.053029,220.845079
Giant Kelp,,"0",89.89637223050,454.23155625200,25.866661,26.587022,8.060843,687.717493,104.907367
Giant Kelp,,"0",1693.44498702000,33686.68324690000,210.218025,431.007177,72.344431,90605.477484,1282.450404
Giant Kelp,,"0",116.16336335100,654.83935625800,19.776883,47.935885,110.919264,948.022379,135.425535
Giant Kelp,,"0",434.09358355100,6486.01444371000,67.947679,154.941703,40.222033,10527.929035,445.778763
Giant Kelp,,"0",263.23821038100,3378.13831249000,55.494937,98.558461,109.933070,5469.495559,308.106796
Giant Kelp,,"0",106.12359609000,677.68590311400,19.441665,43.328781,65.231367,842.383633,125.540891
Giant Kelp,,"0",89.25562291900,545.92695625300,23.023266,30.928255,83.183701,712.069443,107.903042
Giant Kelp,,"0",136.68906219800,1106.61944448000,36.882738,43.348436,89.320096,1598.809010,160.462348
Giant Kelp,,"0",134.97016464000,896.63526875900,31.894184,44.601746,15.928389,1422.536287,152.991860
Giant Kelp,,"0",214.85443960900,1635.23079685000,21.406276,99.286376,108.586258,2125.351569,241.385304
Giant Kelp,,"0",313.18906778500,4597.33924999000,66.480948,109.282921,76.897060,7265.232211,351.527738
Giant Kelp,,"0",90.07764755760,486.30629686900,17.987999,37.381668,72.115367,672.421422,110.739335
Giant Kelp,,"0",77.71575500550,368.83830624100,14.833340,31.989142,98.243078,474.505830,93.644964
Giant Kelp,,"0",131.10718163000,835.44534205500,21.648272,57.936027,86.268450,1254.214894,159.168599
Giant Kelp,,"0",382.14678997200,4120.72992502000,36.098391,173.338749,101.392749,6257.250021,418.874281
Giant Kelp,,"0",85.63117675980,511.81578436400,22.136907,30.587304,120.129247,677.108294,105.448421
Giant Kelp,,"0",126.54488719300,1035.89276877000,42.627866,33.257589,145.588130,1417.700052,151.770910
Giant Kelp,,"0",129.21168120500,874.18255937400,31.834650,44.694304,0.659626,1422.827513,153.057907
Giant Kelp,,"0",148.11069106200,880.83475308800,16.660637,67.813079,95.346723,1129.809090,168.947431
Giant Kelp,,"0",167.14258306200,1464.40454375000,48.991502,48.881036,0.238731,2394.755369,195.745076
Giant Kelp,,"0",51.40794245480,193.60495625800,13.822037,17.270009,30.444937,238.706718,62.184094
Giant Kelp,,"0",509.22184256900,7232.43980667000,77.539910,168.306122,71.103099,13050.441460,491.692062
Giant Kelp,,"0",124.17033421300,946.26997212900,23.908615,50.290905,92.445591,1202.385854,148.399038
Giant Kelp,,"0",218.62051100400,1761.45064688000,29.105365,96.846778,152.922769,2818.760846,251.904286
Giant Kelp,,"0",98.41366136280,600.38188437600,18.798513,40.717338,64.204386,765.425415,119.031702
Giant Kelp,,"0",278.08820743400,2979.20201873000,40.757886,111.683588,15.097659,4551.986970,304.882948
Giant Kelp,,"0",212.36056352500,2302.82118726000,31.392420,94.493832,31.667953,2966.390044,251.772504
Giant Kelp,,"0",175.33820030100,1291.65608130000,21.180075,80.208045,63.867500,1698.812407,202.776241
Giant Kelp,,"0",93.80876190080,618.28990938900,25.277691,32.198942,97.234370,813.914906,114.953266
Giant Kelp,,"0",338.07009873800,2882.13941421000,59.504540,108.765138,112.965279,6472.019478,336.539355
Giant Kelp,,"0",98.40699735360,689.43249999800,24.653890,35.413375,11.963300,873.077456,120.134530
Giant Kelp,,"0",186.64150089500,2055.18451878000,33.665257,79.450482,94.645192,2674.720940,226.231479
Giant Kelp,,"0",186.16435902800,1860.70645940000,33.896815,74.886500,83.157227,2538.413870,217.566631
Giant Kelp,,"0",395.79808056900,4103.53110936000,48.356582,167.774976,106.316150,8113.024368,432.263116
Giant Kelp,,"0",115.22638673300,821.80655624900,24.195260,47.903108,96.862282,1159.028142,144.196736
Giant Kelp,,"0",1752.40467863000,49574.03577810000,121.490867,650.229489,140.975695,78996.944201,1543.440711
Giant Kelp,,"0",169.98072658400,1854.07560626000,37.779525,66.404745,111.109589,2508.739750,208.368541
Giant Kelp,,"0",442.85147297100,7007.87632815000,62.883815,187.431201,95.916767,11786.388898,500.630031
Giant Kelp,,"0",135.86261662800,1350.05927501000,34.180119,50.498451,32.399840,1726.043083,169.357141
Giant Kelp,,"0",165.67465242200,1551.83204689000,32.697893,67.945785,138.576334,2221.683997,201.287356
Giant Kelp,,"0",1191.34504682000,37341.70363450000,153.029438,406.829338,101.114113,62256.864741,1119.717550
Giant Kelp,,"0",92.76892849960,554.79280315500,22.757500,34.500542,84.689397,785.146092,114.516085
Giant Kelp,,"0",389.55404458700,7691.00776253000,70.530965,148.501027,114.185599,10473.920816,438.063985
Giant Kelp,,"0",191.55578532800,1652.80749689000,31.775059,78.520847,83.365538,2495.004591,220.591814
Giant Kelp,,"0",94.76613241370,547.15672262000,18.482936,38.901692,144.645057,719.017468,114.769255
Giant Kelp,,"0",118.47199610000,678.57106874600,17.163008,52.204267,144.494283,895.982276,138.734551
Giant Kelp,,"0",231.19362488300,2012.91097814000,31.613813,104.518625,130.448928,3304.232286,272.264876
Giant Kelp,,"0",66.20424258020,314.84949374800,18.730278,21.518129,165.793234,403.040537,80.496814
Giant Kelp,,"0",1150.93755926000,23379.01114690000,214.874214,263.168117,134.147895,56548.042203,956.084661
Giant Kelp,,"0",172.99497784100,1719.91235000000,43.987553,58.345140,164.398338,2566.459955,204.665387
Giant Kelp,,"0",129.12949197500,925.27272813000,30.340146,48.880807,145.261897,1483.050829,158.441906
Giant Kelp,,"0",341.73900573000,4529.20992812000,55.052298,137.345741,85.308793,7561.198678,384.796079
Giant Kelp,,"0",182.22017001000,1480.21848125000,26.723827,76.781154,140.755336,2051.886271,207.009962
Giant Kelp,,"0",78.99733582490,369.44104686900,17.000330,29.454914,49.434471,500.743260,92.910488
Giant Kelp,,"0",388.99647947100,5384.29511255000,66.946640,158.294432,133.595445,10597.280365,450.482144
Giant Kelp,,"0",107.91470284100,553.80129063400,16.451069,46.121362,107.751260,758.745706,125.144863
Giant Kelp,,"0",804.73705711400,19826.85496250000,112.161768,315.840329,175.450920,35425.209813,856.004195
Giant Kelp,,"0",361.46641514700,7344.53885754000,104.342027,107.962195,89.291529,11264.994252,424.608444
Giant Kelp,,"0",222.35967223000,3078.55299999000,60.585695,74.975565,64.078035,4542.446722,271.122520
Giant Kelp,,"0",1257.46822862000,23549.56100310000,152.774045,391.420406,23.310342,59798.878947,1088.388904
Giant Kelp,,"0",974.46500593800,23622.40135310000,145.684057,362.777314,143.951859,52850.870760,1016.922741
Giant Kelp,,"0",1060.30162732000,25169.90234700000,106.050664,418.174202,134.208242,44347.652024,1048.449734
Giant Kelp,,"0",34.38540199820,78.24527187760,8.606369,11.965381,4.353196,102.978490,41.143501
Giant Kelp,,"0",102.86069790300,759.67494375200,33.310552,28.087412,161.970120,935.607188,122.795927
Giant Kelp,,"0",1405.51342781000,38708.89929380000,172.466929,463.679573,0.395881,79969.392166,1272.293004
Giant Kelp,,"0",168.24047638100,1232.14285626000,22.319886,75.470082,174.805571,1684.483632,195.579936
Giant Kelp,,"0",248.15036625500,2238.65081252000,41.336511,101.835284,156.982651,4209.515356,286.343590
Giant Kelp,,"0",159.03712659500,1493.17933437000,31.464147,61.715621,154.087245,1941.829386,186.359537
Giant Kelp,,"0",226.90251284900,2502.33179687000,52.602413,71.431517,132.285072,3757.470137,248.067859
Giant Kelp,,"0",97.79554872270,595.08194062300,18.532989,40.133603,134.414651,743.795630,117.333185
Giant Kelp,,"0",91.30013593230,573.43383437900,21.109415,34.415521,150.356919,726.491518,111.049872
Giant Kelp,,"0",302.85284731500,4994.94484376000,83.443803,79.915633,159.904769,6668.464271,326.718870
Giant Kelp,,"0",247.65124903300,2509.72635309000,34.998516,113.002558,112.504390,3954.921831,296.002148
Giant Kelp,,"0",1478.43552212000,30850.22032440000,209.839306,357.744453,149.562194,75068.847828,1135.167519
Giant Kelp,,"0",138.01060225600,968.74344063000,26.908024,52.658712,115.872219,1416.941878,159.133472
Giant Kelp,,"0",185.23393698800,2070.85920937000,46.856977,60.908852,128.693260,2854.004711,215.531659
Giant Kelp,,"0",158.90209675200,970.05441562000,23.784419,67.065377,60.759160,1595.111013,181.699592
Giant Kelp,,"0",48.29912898670,165.24041875300,12.025897,17.554740,64.954883,211.111502,59.161275
Giant Kelp,,"0",78.16104215410,407.76508750700,17.715111,30.007895,174.032598,531.593188,95.446012
Giant Kelp,,"0",160.86489633300,1065.67500624000,21.440723,68.631489,52.966486,1471.508717,180.144423
Giant Kelp,,"0",201.53681367300,2020.42995625000,28.775054,86.670011,38.337935,2493.934272,230.890130
