fid,Ownership,Program,Project Name,Site Name,GPS Level,Point Name,Ocean Name,Substrate,Biotic Subclass,Biotic Community,Status,Public,Boat Lat,Boat Long,Decimal Lat,Decimal Long,End Transect Decimal Lat,End Transect Decimal Lon,Established,Survey Type,Survey Frequency,Depth_m,Primary Sampling Method,Transect Bearing,Transect Distance,Last Updated,Other Structure,Bolt,Temperature Logger,Logger Type,Notes,Student Projects,field_33,field_34,field_35,field_36,field_37,field_38,field_39,field_40,field_41
"406",Hakai,Nearshore,EDNA,PBA,plot,edna_pba_00,NA,mud,seagrass meadow,Zostera marina,active,yes,51 38.8022472000002,128 7.13045400000055,51.64670412,-128.1188409,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"407",Hakai,Nearshore,EDNA,PBA,plot,edna_pba_15,NA,mud,seagrass meadow,Zostera marina,active,yes,51 38.7934818000001,128 7.13378400000067,51.64655803,-128.1188964,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"408",Hakai,Nearshore,EDNA,PBA,plot,edna_pba_30,NA,mud,seagrass meadow,Zostera marina,active,yes,51 38.7853872000001,128 7.13671200000078,51.64642312,-128.1189452,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"409",Hakai,Nearshore,EDNA,WFB,plot,edna_wfb_00,NA,sand,no vegetation,,active,yes,51 40.114899,128 7.16697000000011,51.66858165,-128.1194495,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"410",Hakai,Nearshore,EDNA,WFB,plot,edna_wfb_15,NA,sand,no vegetation,,active,yes,51 40.1104757999998,128 7.17965400000082,51.66850793,-128.1196609,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"411",Hakai,Nearshore,EDNA,WFB,plot,edna_wfb_30,NA,sand,no vegetation,,active,yes,51 40.1063843999998,128 7.1947920000008,51.66843974,-128.1199132,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"412",Hakai,Nearshore,EDNA,SSP,plot,edna_ssp_00,NA,sand,seagrass meadow,Zostera marina,active,yes,51 40.7455482,128 6.91965000000039,51.67909247,-128.1153275,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"413",Hakai,Nearshore,EDNA,SSP,plot,edna_ssp_15,NA,sand,seagrass meadow,Zostera marina,active,yes,51 40.7367474,128 6.91032000000007,51.67894579,-128.115172,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"414",Hakai,Nearshore,EDNA,SSP,plot,edna_ssp_30,NA,sand,seagrass meadow,Zostera marina,active,yes,51 40.7296284000002,128 6.89748000000009,51.67882714,-128.114958,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"415",Hakai,Nearshore,EDNA,PPO,plot,edna_ppo_00,NA,mud,seagrass meadow,Zostera marina,active,yes,51 39.4931658000002,128 6.79950000000019,51.65821943,-128.113325,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"416",Hakai,Nearshore,EDNA,PPO,plot,edna_ppo_15,NA,mud,seagrass meadow,Zostera marina,active,yes,51 39.4863438000002,128 6.79162200000064,51.65810573,-128.1131937,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"417",Hakai,Nearshore,EDNA,PPO,plot,edna_ppo_30,NA,mud,seagrass meadow,Zostera marina,active,yes,51 39.4799844000001,128 6.78672000000006,51.65799974,-128.113112,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"418",Hakai,Nearshore,EDNA,HDO,plot,edna_hdo_00,NA,mud,seagrass meadow,Zostera marina,active,yes,51 39.3007362,128 7.77565200000083,51.65501227,-128.1295942,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"419",Hakai,Nearshore,EDNA,HDO,plot,edna_hdo_15,NA,mud,seagrass meadow,Zostera marina,active,yes,51 39.3051366,128 7.76382600000034,51.65508561,-128.1293971,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"420",Hakai,Nearshore,EDNA,HDO,plot,edna_hdo_30,NA,mud,seagrass meadow,Zostera marina,active,yes,51 39.3080759999998,128 7.7557500000006,51.6551346,-128.1292625,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"421",Hakai,Nearshore,EDNA,GOG1,plot,edna_gog1_00,NA,mud,seagrass meadow,Zostera marina,active,yes,51 55.4346455999999,128 28.1502360000007,51.92391076,-128.4691706,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"422",Hakai,Nearshore,EDNA,GOG1,plot,edna_gog1_15,NA,mud,seagrass meadow,Zostera marina,active,yes,51 55.4415198,128 28.1463179999997,51.92402533,-128.4691053,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"423",Hakai,Nearshore,EDNA,GOG1,plot,edna_gog1_30,NA,mud,seagrass meadow,Zostera marina,active,yes,51 55.4456292000002,128 28.1421539999997,51.92409382,-128.4690359,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"424",Hakai,Nearshore,EDNA,GOG4,plot,edna_gog4_00,NA,mud,seagrass meadow,Zostera marina,active,yes,51 54.1951127999999,128 26.3440259999993,51.90325188,-128.4390671,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"425",Hakai,Nearshore,EDNA,GOG4,plot,edna_gog4_15,NA,mud,seagrass meadow,Zostera marina,active,yes,51 54.1913790000001,128 26.332152,51.90318965,-128.4388692,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"426",Hakai,Nearshore,EDNA,GOG4,plot,edna_gog4_30,NA,mud,seagrass meadow,Zostera marina,active,yes,51 54.1872474000002,128 26.3193660000002,51.90312079,-128.4386561,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"427",Hakai,Nearshore,EDNA,KIS2,plot,edna_kis2_00,NA,cobble,benthic macroalgae,unknown,active,yes,51 50.2031837999999,128 14.3842199999995,51.83671973,-128.239737,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"428",Hakai,Nearshore,EDNA,KIS2,plot,edna_kis2_15,NA,cobble,benthic macroalgae,unknown,active,yes,51 50.2023491999999,128 14.3733480000003,51.83670582,-128.2395558,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"429",Hakai,Nearshore,EDNA,KIS2,plot,edna_kis2_30,NA,cobble,benthic macroalgae,unknown,active,yes,51 50.2014989999999,128 14.3633399999993,51.83669165,-128.239389,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"430",Hakai,Nearshore,EDNA,KIS1,plot,edna_kis1_00,NA,sand,seagrass meadow,Zostera marina,active,yes,51 48.6625566000001,128 13.7507039999997,51.81104261,-128.2291784,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"431",Hakai,Nearshore,EDNA,KIS1,plot,edna_kis1_15,NA,sand,seagrass meadow,Zostera marina,active,yes,51 48.6687119999999,128 13.7587739999998,51.8111452,-128.2293129,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"432",Hakai,Nearshore,EDNA,KIS1,plot,edna_kis1_30,NA,sand,seagrass meadow,Zostera marina,active,yes,51 48.6699924000001,128 13.7718300000006,51.81116654,-128.2295305,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"433",Hakai,Nearshore,EDNA,HAB2,plot,edna_hab2_00,NA,sand,no vegetation,,active,yes,51 39.8255447999999,128 8.58656399999916,51.66375908,-128.1431094,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"434",Hakai,Nearshore,EDNA,HAB2,plot,edna_hab2_15,NA,sand,no vegetation,,active,yes,51 39.8266157999998,128 8.59925399999952,51.66377693,-128.1433209,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"435",Hakai,Nearshore,EDNA,HAB2,plot,edna_hab2_30,NA,sand,no vegetation,,active,yes,51 39.8277245999999,128 8.61108000000002,51.66379541,-128.143518,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"436",Hakai,Nearshore,EDNA,Triquet,plot,edna_triquet_00,NA,,benthic macroalgae,Macrocystis pyrifera,active,yes,51 48.2159586000002,128 15.259494,51.80359931,-128.2543249,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"437",Hakai,Nearshore,EDNA,Triquet,plot,edna_triquet_15,NA,,benthic macroalgae,Macrocystis pyrifera,active,yes,51 48.2116914000001,128 15.2713619999997,51.80352819,-128.2545227,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"438",Hakai,Nearshore,EDNA,Triquet,plot,edna_triquet_30,NA,,benthic macroalgae,Macrocystis pyrifera,active,yes,51 48.2073792000001,128 15.2828279999994,51.80345632,-128.2547138,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"439",Hakai,Nearshore,EDNA,Womanley,plot,edna_womanley_00,NA,,benthic macroalgae,Macrocystis pyrifera,active,yes,51 48.1502784000001,128 12.0046080000003,51.80250464,-128.2000768,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"440",Hakai,Nearshore,EDNA,Womanley,plot,edna_womanley_15,NA,,benthic macroalgae,Macrocystis pyrifera,active,yes,51 48.1435368,128 12.0060360000008,51.80239228,-128.2001006,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"441",Hakai,Nearshore,EDNA,Womanley,plot,edna_womanley_30,NA,,benthic macroalgae,Macrocystis pyrifera,active,yes,51 48.1384091999999,128 12.0138780000008,51.80230682,-128.2002313,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"442",Hakai,Nearshore,EDNA,Manley,plot,edna_manley_00,NA,,benthic macroalgae,Macrocystis pyrifera,active,yes,51 48.0649787999998,128 11.9854379999992,51.80108298,-128.1997573,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"443",Hakai,Nearshore,EDNA,Manley,plot,edna_manley_15,NA,,benthic macroalgae,Macrocystis pyrifera,active,yes,51 48.0730314000002,128 11.9772600000005,51.80121719,-128.199621,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"444",Hakai,Nearshore,EDNA,Manley,plot,edna_manley_30,NA,,benthic macroalgae,Macrocystis pyrifera,active,yes,51 48.0819852,128 11.9710199999992,51.80136642,-128.199517,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"445",Hakai,Nearshore,EDNA,West Beach,plot,enda_west_00,NA,,benthic macroalgae,Macrocystis pyrifera,active,yes,51 38.9376192,128 9.11673000000064,51.64896032,-128.1519455,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"446",Hakai,Nearshore,EDNA,West Beach,plot,edna_west_15,NA,,benthic macroalgae,Macrocystis pyrifera,active,yes,51 38.9389896,128 9.10376399999961,51.64898316,-128.1517294,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"447",Hakai,Nearshore,EDNA,West Beach,plot,edna_west_30,NA,,benthic macroalgae,Macrocystis pyrifera,active,yes,51 38.9393622000001,128 9.09106799999961,51.64898937,-128.1515178,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"448",Hakai,Nearshore,EDNA,Second Beach,plot,edna_second_00,NA,,benthic macroalgae,Nereocystis luetkeana,active,yes,51 38.9524026000001,128 9.32987999999966,51.64920671,-128.155498,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"449",Hakai,Nearshore,EDNA,Second Beach,plot,edna_second_15,NA,,benthic macroalgae,Nereocystis luetkeana,active,yes,51 38.9535287999999,128 9.3170159999994,51.64922548,-128.1552836,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"450",Hakai,Nearshore,EDNA,Second Beach,plot,edna_second_30,NA,,benthic macroalgae,Nereocystis luetkeana,active,yes,51 38.9538762000001,128 9.3046140000007,51.64923127,-128.1550769,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"451",Hakai,Nearshore,EDNA,North Beach,plot,edna_north_00,NA,,benthic macroalgae,Nereocystis luetkeana,active,yes,51 40.0263786000001,128 8.41600800000037,51.66710631,-128.1402668,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"452",Hakai,Nearshore,EDNA,North Beach,plot,edna_north_15,NA,,benthic macroalgae,Nereocystis luetkeana,active,yes,51 40.0337909999999,128 8.41060800000037,51.66722985,-128.1401768,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"453",Hakai,Nearshore,EDNA,North Beach,plot,edna_north_30,NA,,benthic macroalgae,Nereocystis luetkeana,active,yes,51 40.0420518,128 8.40318599999932,51.66736753,-128.1400531,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"454",Hakai,Nearshore,EDNA,SNI1,plot,edna_sni1_00,NA,mud,seagrass meadow,Zostera marina,active,yes,51 50.3207574000001,128 3.55276199999935,51.83867929,-128.0592127,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"455",Hakai,Nearshore,EDNA,SNI1,plot,edna_sni1_15,NA,mud,seagrass meadow,Zostera marina,active,yes,51 50.3201315999999,128 3.56650800000011,51.83866886,-128.0594418,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"456",Hakai,Nearshore,EDNA,SNI1,plot,edna_sni1_30,NA,mud,seagrass meadow,Zostera marina,active,yes,51 50.3203302000001,128 3.58307400000058,51.83867217,-128.0597179,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"457",Hakai,Nearshore,EDNA,SNI2,plot,edna_sni2_15,NA,cobble,benthic macroalgae,unknown,active,yes,51 49.0417914000001,128 1.79836799999975,51.81736319,-128.0299728,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"458",Hakai,Nearshore,EDNA,SNI2,plot,edna_sni2_30,NA,cobble,benthic macroalgae,unknown,active,yes,51 49.0395209999998,128 1.78380599999969,51.81732535,-128.0297301,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"459",Hakai,Nearshore,EDNA,SNI2,plot,edna_sni2_00,NA,cobble,benthic macroalgae,unknown,active,yes,51 49.0441680000002,128 1.81339799999932,51.8174028,-128.0302233,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"460",Hakai,Nearshore,EDNA,KOE3,plot,edna_koe3_00,NA,sand,benthic macroalgae,Nereocystis luetkeana,active,yes,51 46.5535332000002,127 52.7655299999998,51.77589222,-127.8794255,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"461",Hakai,Nearshore,EDNA,KOE3,plot,edna_koe3_15,NA,sand,benthic macroalgae,Nereocystis luetkeana,active,yes,51 46.5529122,127 52.7454539999997,51.77588187,-127.8790909,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"462",Hakai,Nearshore,EDNA,KOE3,plot,edna_koe3_30,NA,sand,benthic macroalgae,Nereocystis luetkeana,active,yes,51 46.5480209999998,127 52.7300460000004,51.77580035,-127.8788341,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"463",Hakai,Nearshore,EDNA,KOE1,plot,edna_koe1_00,NA,sand,no vegetation,,active,yes,51 46.3725066000001,127 52.5468659999999,51.77287511,-127.8757811,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"464",Hakai,Nearshore,EDNA,KOE1,plot,edna_koe1_15,NA,sand,no vegetation,,active,yes,51 46.3549295999999,127 52.5539520000004,51.77258216,-127.8758992,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"465",Hakai,Nearshore,EDNA,KOE1,plot,edna_koe1_30,NA,sand,no vegetation,,active,yes,51 46.3385526000002,127 52.5665999999998,51.77230921,-127.87611,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"466",Hakai,Nearshore,EDNA,Choked Passage,plot,ckoked_grid_d3,NA,sand,seagrass meadow,Zostera marina,active,yes,51 40.4508545999998,128 7.16095199999927,51.67418091,-128.1193492,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"467",Hakai,Nearshore,EDNA,Choked Passage,plot,ckoked_grid_d2,NA,sand,seagrass meadow,Zostera marina,active,yes,51 40.4508545999998,128 7.18798800000059,51.67418091,-128.1197998,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"468",Hakai,Nearshore,EDNA,Choked Passage,plot,ckoked_grid_d1,NA,sand,seagrass meadow,Zostera marina,active,yes,51 40.4510538000001,128 7.21341600000017,51.67418423,-128.1202236,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"469",Hakai,Nearshore,EDNA,Choked Passage,plot,ckoked_grid_a1,NA,sand,seagrass meadow,Zostera marina,active,yes,51 40.4995560000002,128 7.21357800000078,51.6749926,-128.1202263,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"470",Hakai,Nearshore,EDNA,Choked Passage,plot,ckoked_grid_a3,NA,sand,seagrass meadow,Zostera marina,active,yes,51 40.4994564,128 7.16111399999988,51.67499094,-128.1193519,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"471",Hakai,Nearshore,EDNA,Choked Passage,plot,ckoked_grid_a2,NA,sand,seagrass meadow,Zostera marina,active,yes,51 40.4995560000002,128 7.18782599999997,51.6749926,-128.1197971,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"472",Hakai,Nearshore,EDNA,Choked Passage,plot,ckoked_grid_c1,NA,sand,seagrass meadow,Zostera marina,active,yes,51 40.4674211999999,128 7.21325399999955,51.67445702,-128.1202209,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"473",Hakai,Nearshore,EDNA,Choked Passage,plot,ckoked_grid_b1,NA,sand,seagrass meadow,Zostera marina,active,yes,51 40.4841875999999,128 7.21341600000017,51.67473646,-128.1202236,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"474",Hakai,Nearshore,EDNA,Choked Passage,plot,ckoked_grid_b2,NA,sand,seagrass meadow,Zostera marina,active,yes,51 40.4839878,128 7.18766399999936,51.67473313,-128.1197944,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
"475",Hakai,Nearshore,EDNA,Choked Passage,plot,ckoked_grid_c2,NA,sand,seagrass meadow,Zostera marina,active,yes,51 40.4673216000002,128 7.18782599999997,51.67445536,-128.1197971,NA,NA,"2018",observation,annual,,nalgene ,,,,,,,,,"Ben Millard Martin, Sunday Lab 2020",,,,,,,,,
